# E (GeV)  Correction factor
1.00000e+02 8.89026e-01
1.12202e+02 8.94715e-01
1.25893e+02 9.00453e-01
1.41254e+02 9.06237e-01
1.58489e+02 9.12061e-01
1.77828e+02 9.17924e-01
1.99526e+02 9.23821e-01
2.23872e+02 9.29748e-01
2.51189e+02 9.35702e-01
2.81838e+02 9.41679e-01
3.16228e+02 9.47676e-01
3.54813e+02 9.53688e-01
3.98107e+02 9.59710e-01
4.46684e+02 9.65740e-01
5.01187e+02 9.71772e-01
5.62341e+02 9.77800e-01
6.30957e+02 9.83818e-01
7.07946e+02 9.89820e-01
7.94328e+02 9.95799e-01
8.91251e+02 1.00175e+00
1.00000e+03 1.00765e+00
1.12202e+03 1.01352e+00
1.25893e+03 1.01932e+00
1.41254e+03 1.02505e+00
1.58489e+03 1.03070e+00
1.77828e+03 1.03625e+00
1.99526e+03 1.04169e+00
2.23872e+03 1.04701e+00
2.51189e+03 1.05219e+00
2.81838e+03 1.05721e+00
3.16228e+03 1.06204e+00
3.54813e+03 1.06666e+00
3.98107e+03 1.07106e+00
4.46684e+03 1.07522e+00
5.01187e+03 1.07908e+00
5.62341e+03 1.08264e+00
6.30957e+03 1.08587e+00
7.07946e+03 1.08872e+00
7.94328e+03 1.09116e+00
8.91251e+03 1.09316e+00
1.00000e+04 1.09467e+00
1.12202e+04 1.09565e+00
1.25893e+04 1.09605e+00
1.41254e+04 1.09584e+00
1.58489e+04 1.09496e+00
1.77828e+04 1.09337e+00
1.99526e+04 1.09100e+00
2.23872e+04 1.08781e+00
2.51189e+04 1.08374e+00
2.81838e+04 1.07873e+00
3.16228e+04 1.07274e+00
3.54813e+04 1.06569e+00
3.98107e+04 1.05754e+00
4.46684e+04 1.04823e+00
5.01187e+04 1.03771e+00
5.62341e+04 1.02591e+00
6.30957e+04 1.01282e+00
7.07946e+04 9.98377e-01
7.94328e+04 9.82555e-01
8.91251e+04 9.65318e-01
1.00000e+05 9.46650e-01
1.12202e+05 9.26542e-01
1.25893e+05 9.05000e-01
1.41254e+05 8.82037e-01
1.58489e+05 8.57683e-01
1.77828e+05 8.31983e-01
1.99526e+05 8.04999e-01
2.23872e+05 7.76811e-01
2.51189e+05 7.47517e-01
2.81838e+05 7.17232e-01
3.16228e+05 6.86091e-01
3.54813e+05 6.54247e-01
3.98107e+05 6.21868e-01
4.46684e+05 5.89139e-01
5.01187e+05 5.56257e-01
5.62341e+05 5.23428e-01
6.30957e+05 4.90865e-01
7.07946e+05 4.58782e-01
7.94328e+05 4.27390e-01
8.91251e+05 3.96893e-01
1.00000e+06 3.67479e-01
1.12202e+06 3.39320e-01
1.25893e+06 3.12563e-01
1.41254e+06 2.87329e-01
1.58489e+06 2.63708e-01
1.77828e+06 2.41753e-01
1.99526e+06 2.21487e-01
2.23872e+06 2.02897e-01
2.51189e+06 1.85942e-01
2.81838e+06 1.70549e-01
3.16228e+06 1.56625e-01
3.54813e+06 1.44058e-01
3.98107e+06 1.32728e-01
4.46684e+06 1.22508e-01
5.01187e+06 1.13273e-01
5.62341e+06 1.04908e-01
6.30957e+06 9.73084e-02
7.07946e+06 9.03826e-02
7.94328e+06 8.40576e-02
8.91251e+06 7.82752e-02
1.00000e+07 7.29923e-02
1.12202e+07 6.81788e-02
1.25893e+07 6.38131e-02
1.41254e+07 5.98802e-02
1.58489e+07 5.63668e-02
1.77828e+07 5.32591e-02
1.99526e+07 5.05392e-02
2.23872e+07 4.81848e-02
2.51189e+07 4.61674e-02
2.81838e+07 4.44523e-02
3.16228e+07 4.30007e-02
3.54813e+07 4.17698e-02
3.98107e+07 4.07151e-02
4.46684e+07 3.97921e-02
5.01187e+07 3.89578e-02
5.62341e+07 3.81724e-02
6.30957e+07 3.74003e-02
7.07946e+07 3.66108e-02
7.94328e+07 3.57786e-02
8.91251e+07 3.48843e-02
1.00000e+08 3.39137e-02
1.12202e+08 3.28578e-02
1.25893e+08 3.17121e-02
1.41254e+08 3.04761e-02
1.58489e+08 2.91528e-02
1.77828e+08 2.77479e-02
1.99526e+08 2.62696e-02
2.23872e+08 2.47280e-02
2.51189e+08 2.31353e-02
2.81838e+08 2.15049e-02
3.16228e+08 1.98513e-02
3.54813e+08 1.81901e-02
3.98107e+08 1.65375e-02
4.46684e+08 1.49097e-02
5.01187e+08 1.33230e-02
5.62341e+08 1.17928e-02
6.30957e+08 1.03335e-02
7.07946e+08 8.95800e-03
7.94328e+08 7.67712e-03
8.91251e+08 6.49962e-03
1.00000e+09 5.43164e-03
